publishedAt,authorDisplayName,textDisplay
2023-09-29T00:09:03Z,@mikaelseno9670,yg dimasalahin mah bukan social comre nya tapi regulasi pihak luar yg mematikan umkm negri
2023-09-29T00:04:54Z,@brigadirz6058,"Krn Pajak kan??? Ok lah di larang krn sulit memajaknya, tp tolong korupsi juga di kurangi dong, keuangan negara kan mayoritas dr pajak, jgn di korupsi sm pemerintah"
2023-09-29T00:03:57Z,@ipongsoleh8156,"Oligarki marah barangnya takut taklaku rezim ini hanya untuk oligarki, dan kejahstan rezim jokowe ketara di ujung jabatanya."
2023-09-29T00:02:38Z,@Zahra-pj5yl,Mantapppp 👍👍👍
2023-09-28T23:59:13Z,@tromelan,"Tiktok gajadi tutup, bisnis murah pulsa, listrik, data, game, air, dll, download bos pulsa kode 1003 Barokallah, امين"
2023-09-28T23:56:14Z,@ainulrohim-qr6wl,Ada Ada saja yaa
2023-09-28T23:46:18Z,@sumatraindo6642,"Kasian yang Bayar Pajak, udah jualan sepi , bayar pajak pulak"
2023-09-28T23:45:40Z,@nuryadiofficial,"Aku sebagai pedagang offline sudah 14 thn dan sudah terjun juga online karena saya rasa harus mengikuti jaman , tapi saya melihat jualan online itu memang menjanjikan tapi juga saya ngeri dengan persaingannya ,bisa di ibaratkan kita bunuh bunuhan dalam bisnis online , berdampak juga kepada menurunnya biaya jasa konveksi dikarenakan pesaingan harga yang terlalu murah juga sehingga pihak konveksi juga kena imbas di harga jasa yang semakin murah aja , saya kebih setuju tutup e commers yang  barbar sistem bisnisnya"
2023-09-29T02:20:34Z,@yuliatin5710,Nah itu dia di online itu perang harga gila2an cm yg perusahaan raksasa aja yg akan menang dan akan melahap yg kecil jadi walaupun semua umkm dan pedagang ofline pindah ke online semua mereka tetap akan mati pelan2 oleh perusahaan raksasa kalau pemerintah tdk mengatur masalah perang harga
2023-09-28T23:45:19Z,@mohkawi80,Pemerintah indonesia memang bodol lah.... kenapa kau tutup.... apa gunanya punya hp. Ini lah kalau otak dengkul. Semoga Amin RI1
2023-09-28T23:04:48Z,@EkaYudi-dhawall,Alhamdulillah
2023-09-28T23:04:35Z,@user-le3mj8te3j,"Artis jg ikut, apalagi harga jor joran, itu yg perlu di ........"
2023-09-28T22:58:43Z,@sangatkreatif,benar memang harus di tertibkan saya sebagai pedagang UMKM lokal merasa  di bantu dengan adanya aturan tersebut melihat sekarang ini banyak penjualan di e-commerce sangat merugikan pedagang UMKM lokal dari segi harga
2023-09-29T05:00:32Z,@ajibaskoro8122,Gabung aja ke e-commerce gitu aja kok repot
2023-09-29T05:27:50Z,@freegrew,saya sebagai.pembeli lokal..lebih suka belanja online  karena lebih murah
2023-09-29T09:27:00Z,@xdreamer328,"@@ajibaskoro8122 gabung sih bisa tapi kan harus terkenal, kalau bukan artist susah laku"
2023-09-29T11:13:01Z,@toats3005,"​@@ajibaskoro8122nah iya, sekarang sudah era nya digital, serba mudah dan dipermudah, kembali lagi ke pembeli masing-masing, saya saja sebagai pembeli sejak awal-awal adanya e-commerse jarang beli offline, kecuali kebutuhan sehari-hari ke warung tetangga,,"
2023-09-29T11:17:38Z,@elsialwanii1950,"Ya klau gtu turuni juga harganya, jualan online aja jual harga murah masi ada untung"
2023-09-28T22:57:43Z,@campuradukchannel2304,"Inilah hidup di indo, apapun disuruh bayar, indonesiaku bobrok"
2023-09-28T22:45:41Z,@faiqfauzie3249,Tanda...pemimpin kita GUOBLOKKK....!!!
2023-09-28T22:45:12Z,@IyanB,Baguslah S7 sma pemerintah
2023-09-28T22:37:56Z,@adipurwanto1611,Muncul Terakhir 3 cewek yang mikir dirinya sendiri. Padahal banyak pedagang lain yang gulung tikar.
2023-09-28T21:25:26Z,@agunksudrajatdiwandono2726,"ibarat nya belain 1 orang lalu matiin 1000orang, jujur sih gw lebih berpihak untuk larangan tiktok shop.<br>kalau ga di larang artis2 pasti ngeramein juga udah youtube di penuhin mereka tiktok pun mereka juga ..<br>ya ga muter lah uang"
2023-09-28T15:46:50Z,@indrathamrin8879,"Sadarkah kalian kalo orang menjajah kita bukan dengan senjata lg, tp dengan teknologi, dengan membuat aplikasi yg mematikan ekonomie."
2023-09-28T14:57:35Z,@gegammer6016,Ngelihat artis belain habis syuting jualan di tiktok awalnya gw kira mereka ngikut tren karena banyak teman artisnya melakukan itu tapi lama lama kek kelihatan ekonomi memang tidak baik baik saja...<br><br>Moga algoritmanya benar benar tidak berpihak ke yang punya jabatan Ama cuan lebih karena klo sama saja maka langkah tiktok shop ditutup seakan sia sia
2023-09-28T14:57:27Z,@gegammer6016,Ngelihat artis belain habis syuting jualan di tiktok awalnya gw kira mereka ngikut tren karena banyak teman artisnya melakukan itu tapi lama lama kek kelihatan ekonomi memang tidak baik baik saja...<br><br>Moga algoritmanya benar benar tidak berpihak ke yang punya jabatan Ama cuan lebih karena klo sama saja maka langkah tiktok shop ditutup seakan sia sia
2023-09-28T14:11:02Z,@freshformtheoven,"Artis2 ini harusny kasih kesempatan pada pedagang kecil ,kalian sudah besar,masih kurang juga,,"
2023-09-28T13:07:23Z,@mieramen7358,UMKM jg tiktok an gak masalah 😂
2023-09-28T13:05:48Z,@supraptojendral4147,"Hukum ekonomi, pedagang mengikuti pasar, bukan pasar mengikuti pedagang, sekarang sudah jamannya semuannya serba on line, contoh paralel restoran padang bangkrut karena jalan tol, ya mang dah jamannya"
2023-09-28T12:48:05Z,@MuhammadYusup-pk1vv,Yah jualan buka kios llah 😂😂😂
2023-09-28T12:46:28Z,@NAPzc,"Yang begin kok diatur, semuanya diatur,.. biarin aja bos, biar ekonomi indonesia bs merata dapet laba, gg hanya segelintir aja yang bs meraih laba jika gg online, online bgs juga bisa pasarkan brg2 tradisional, haddeh"
2023-09-28T12:31:57Z,@alalfianalawa2382,Buah simalakama
2023-09-28T12:22:04Z,@Kenzio123,Mantapp.....
2023-09-28T12:04:53Z,@esihastuti2713,Ada batu di balik udang
2023-09-28T11:45:11Z,@papih4737,Bukan karena tiktok..emang daya beli rendah dan offline kalah dalam harga dan daya tarik.
2023-09-28T11:42:27Z,@alimuhammadmutohir218,Pelarangan penjualsn barang ditiktok dilajukan agar pedagang offline bisa bangkit lg ..tp jgn lantas kembali seperti kemarin dlm menjual barang harganya sangat mahal krn mengambil untung sangat besar krn merasa dibutuhksn ..kalau itu terjadi lg pasti pembeli barang ttp akan cari solusi barang murah dg cara yg lain lagi
2023-09-28T11:36:58Z,@mamaputri1773,Setuju kali
2023-09-28T11:33:49Z,@ikhsani624,"Aturan ini lebih ke mengurangi orang2 yg maruk yg sudah jd artis byk followers , masih maruk jualan imbasnya pedagang2 kecil atau pedagang2 offline sepi pembeli kasian .."
2023-09-28T11:22:47Z,@agoesbettamedan1590,Sepertinya mau kembali ke zaman batu
2023-09-28T11:07:12Z,@romdhoniasick9382,KENAKAN PAJAK DOOONG...
2023-09-28T10:52:18Z,@adyprasetia2422,"makin kesini makin parah emang!!! aku kepasar sedih ngelihat kondisinya bisa main futsal saking sepinya,,, sejak jual beli melalui online merajai dan meningkatnya peluang kerja bagi para kurir,, tp kantor pos tutup😂😂😂😂"
2023-10-01T01:11:59Z,@DroidLaxy,"Pegawai pos seperti pns, jam istirahat tutup jam 3 tutup pelayanan 😂"
2023-10-03T12:24:43Z,@orangindo999,POS MAH MILIK NEGARA ISI2 NYA SEKUMPULAN ORG2 MALAS MAKAN GAJIBUTA😂 BEDA SM SWASTA KY JNT DSB LEBIH PROFESSIONAL😂
2023-09-28T10:45:58Z,@faesolefendi9866,Seperti halnya di malaysia juga kerajaan malaysia juga kayaknya seperti itu
2023-09-28T10:37:58Z,@gendon9166,Dan inilah salah satu ... Yg namanya mungkin globalisasi pasar
2023-09-28T10:26:35Z,@danismardiaman5684,Seller toko TikTok menangis mendengar TikTok shop di rarang berjualan 😢
2023-09-28T10:11:19Z,@jr_ringgo5113,Lebih mendukung keputusan pemerintah sih
2023-09-28T10:02:43Z,@user-yr3nm5bq2j,kanapa gak di larangnya produk luarnya saja kanapa yang di larang tiktokshopnya padahal kalo aturanya bener bisa jadi inovasi yang bagus
2023-09-28T09:18:19Z,@ericdesada9673,Betul. Saya lebih senang jalan ke pasar sambil cuci mata😁
2023-09-28T08:56:28Z,@amorakitty5018,tiktok shope harus di paksa bayar pajak itu maksudx agar koruptor bisa terus berpesta merampok uang rakyat anggaran di kementrian jadi tempat basah untuk merampok sementara untuk rakyat hanya sekitar 20%yg n sa di nikmati rakyat ngotak ga tu si jokodok byg sibuk melancarkakan politik dinasty nya lupa kewajiban negara sebagai kepala negara yg wajib mensejahterakan rayat
2023-09-28T07:41:30Z,@user-bd7pc9ve3p,Bagus sekali kalau ditutup..banyak konsumen tertipu oleh penjualan online. Kualitas tidak sesuai barang yang dipromosikan
2023-09-28T06:08:42Z,@luxury524,Demi tanah abang 😂😂
2023-09-28T05:48:20Z,@ramdani9316,Tepuk tangan untuk pemerintah ❤❤❤ shope juga hapus kalo bisa...sisakan lazada aja
2023-09-28T04:38:56Z,@ramadhanrama3018,artis kemaruk
2023-09-28T04:18:56Z,@sutriyonoion5825,yang pro pemerinta lebih banyak dari pd kontra
2023-09-28T03:48:50Z,@bangnajibchannel87,Lalu bagaimana dengan marketplace dan shope. Apa tetap ada?
2023-09-28T03:43:16Z,@bangnajibchannel87,"Adanya perubahan pasar digital ini sesungguhnya menyempitkan untuk berbagi rezeki kepada pelaku pelaku lain, contoh saja para sopir angkot, pengguna jasa transportasi lainya merasa sepi imbas dari era digital. Belanja cukup dari rumah, beli makanan cukup dari rumah, lama lama hilang jiwa sosial manusia itu bakal turun. Indahnya pasar tradisional saling silaturahmi menyebarnya rejeki, bagi pedagang  kopi,jasa angkut barang,pedagang minuman dan makanan, dll.<br>Jika era digital meraja lela. Bukan hanya toko besar dan mall saja yang akan terdampak. Merembet kemana mana nantinya. Apotik, toko meracang, agen sembako,penjual sayur,penjual ikan,pasar sembakobisa bisa tutup juga 😅😅😅 pada jualan dihp. Ayooo ibu ibu sayurnya..sayurnya..promo sale,40% grtis ongkir lhoo😅😅😅😂"
2023-09-28T13:09:31Z,@mieramen7358,😂
2023-09-28T23:38:47Z,@Zahra99288,"Sayangnya pemerintah lambat berpikir dan bertindak aturan kedepannya dampak negatifnya, tidak ky negara lain, atas nama modernisasi, emangnya modernisasi bisa dimakan 😅"
2023-09-29T01:57:23Z,@ardhy007,Tanda2 akhir zaman
2023-09-29T04:17:46Z,@Randiazuro.89,"​@@Zahra99288bukan pemerintah ya yg salah, rakyatnya ya yg terlalu sok kekinian,apa aja yg heboh, langsung makek padahal negara lain belum, Indonesia kalau bisa no 1 , menguasai ya,dalam hal yg viral2,bigo,tiktok,mango, Indonesia paling nafsuu makek ya,"
2023-09-29T04:20:18Z,@Randiazuro.89,"​@@Zahra99288bahkan negara cina asal dari tiktok itu sendiri gak masuk 10 besar pengguna tiktok, Indonesia jadi no 2 terbanyak pengguna tiktok, inilah gambaran parah ya warga Indonesia"
2023-09-28T03:35:38Z,@mediapartnerku,Betul jg neng...cm akan lebih baik biasakan mencintai produk dalam negeri.itu sm dengan membangun bangsa sendiri
2023-09-28T03:35:26Z,@rachman6362,"Sudah kaya masih jualan juga, kurang yah duit yang sudah banyak...."
2023-09-28T03:27:19Z,@scaramiaghost,"Kena deh mantaps emang, saya dukung pemerinta 1 juta persen"
2023-09-28T03:16:57Z,@fasionamala8435,bukan. karna tidak suka tiktok. tapi berdaganglah. secara sehhaat karna produk impor dan lokal beda jadi saya sebagai rakyat menengah ke bawah. saya mewakili pedagang pedagang kecil.tolong di himbau untuk pemerintah. spaya. lebih. mempedulikan. yg jualan pedagang pedagang kecil.
2023-09-28T03:16:34Z,@heru_w,Persaingan dalam perdagangan
2023-09-28T03:14:37Z,@fasionamala8435,banyak toko. yg tutup Bannyak toko yyg gulung tikar banyak toko yg sepi karna tiktok
2023-09-28T03:13:45Z,@fasionamala8435,terimakasih untuk pemerintah sudah.peduli sama pedagang kecil untuk mlerang tiktok kasian pedagang kecil
2023-09-28T03:09:32Z,@wahyuprabowo7193,Perang harga lokal vs impor😂
2023-09-28T02:59:24Z,@kisanakchanel5882,Moralitas kita itu memang masih rendah. Akan selalu Jd Boomerang ketika ada peluang kebaikan.
2023-09-28T02:57:27Z,@jayenmuhammad,Berarti marketplace di Facebook juga ditutup dong
2023-09-28T02:47:31Z,@user-ou5do2jy7s,"tertibkan juga Gacoan, restoran grade A tapi jualan harga kaki lima, yg kaki lima aja gak bisa jual harga segitu.."
2023-09-28T02:47:23Z,@PkiKafirMunafikdiburuJAHANAM,"Kebijakan tentang pakaian bekas bagaimana kelanjutan,.masih merajalela gak ada tuh pemerintah penyelesaian akar masalahnya... yaitu punglii lintas sektor"
2023-09-28T02:36:33Z,@agussetiawan1990,Yang saya rasakan adalah barang&quot; dari luar negri utamanya cina gampang masuk entah itu sudah BPOM atau blm
2023-09-28T02:32:26Z,@derifirmansyah5375,Semua juga pedagang pak<br>Semua cari nafkah pak<br>Knp bisa lbih murah brrti penjualan di luar matok harga gila gilaan
2023-09-28T02:22:47Z,@yogabobotoh1933,Lebih kasian ama yg punya toko.bisa bangrut.klw sy c lebih baik kaya jmn paharto.pasar pasar rame mol mol rame sekaran ada nya tiktok sopy mol mol jadi sarang hantu.dan toko toko jadi kios kosong ter bengkalai.hudup bp mentri tutup aja tiktok sopy nya .salam damai buat semuanya.
2023-09-28T02:09:55Z,@queen9672,YES YES YES YES YES YES YES YES YES YES YES YES YES YES
2023-09-28T02:09:16Z,@dianjulianto1920,"Perdagangan merosot drastis.... <br><br>Dan narasi pemerintah meningkatkan UMKM... tp perdagangan bebas merajalela...<br><br>Sedang kan pemerintah sendiri sibuk dgn pengerukan tanah dan  hasil Bumi....<br><br><br>Kenapa dan ada apa...???<br><br>Karena Tuntutan yang tk ada abisnya .....<br><br>Keinginan yang tk ada jeda dan koma..<br><br>Hutan yang seharusnya dijaga dan menjadi paru² dunia sekarang dihakimi dan diambil Hak Milik Negara...<br><br>Kenapa dan ada apa..??<br><br>Ada masyarakat yang berhasil membuat kreatifitas atau hasil yang memukau, di cekal dan si ilegalkan...<br><br>Kenapa dan ada apa...??<br><br>Kenapa tk ada Wadah untuk warga dan masyarakat mu sendiri...<br><br>Setiap ada sebua keberhasilan.., selalu dicekal dan tidak diberi ijin atau jalan... <br><br>Kenapa dan ada apa...??"
2023-09-28T02:07:42Z,@sodikin_lo,"Pemerintah koq ikutan &quot;Latah&quot; sama amrik sih, kacian tik tok slalu jadi target 😣. Tuh umkm juga ada yg jualan via tik tok... di survey dulu dong kebenarannya."
2023-09-28T02:01:39Z,@ivhanbhortex8400,"setuju sekali karna saya pelaku usaha pedagang kecil, sangat berpengaruh, sekarang lihat saja di pasar pasar  sepi,"
2023-09-28T01:58:42Z,@jojokijo8093,tutup az tiktok  dah selesai
2023-09-28T01:58:19Z,@israwendi8445,"Jualan online mah boleh 2 aja ,tapi jgn dijual murah gitu jatuhin harga bahkan di bawah harga grosir, emang nya kami ini yg jualan offline gak punya karyawan jg yg mesti di gaji , bayar sewaan , listrik, sampah , dll , memang seharusnya diatur biar sama2 mendapatkan keuntungan"
2023-09-28T01:57:07Z,@SaralonaHos-gb8yr,pemerintah semakin kelewatan mencekik rakyat trs smp mati tp hidup atau hidup tp mati...lihat Allah mahateliti
2023-09-28T01:57:02Z,@cahyospn723,Gut news!
2023-09-28T01:56:31Z,@tonantoni7241,"Ini yg dibanggakan pemerintah usai status negara berkembang kita jadi negara maju, padahal jelas belum layak jd negara maju dari berbagi eleman termasuk sumber daya manusia nya😡😡😡<br>Jelas kita belum siap dgn kamajuan, sekali lagi pemerintah kerjanya apa sih,pondasi sebuah negara itu jelas sumber daya manusia, perbaiki tu sistem pendidikan,"
2023-09-28T01:55:35Z,@baheramsyah-8267,Toko toko ngeluh barang di online murah.
2023-09-28T01:53:41Z,@amnes00,cuman tiktok aja? shopee gk?
2023-09-28T01:52:00Z,@Antero99,"asal higgs domino masih bisa beli cip dan memainkan game ini,hahahha"
2023-09-28T01:51:32Z,@ondarnisstmudosion349,Bawa bawa pasar tanah abang lhoo 😅
2023-09-28T01:50:03Z,@endangheriadi8529,Nah lho...om pemerintah
2023-09-28T01:44:23Z,@wanisawaruri1666,enak di lo kasian yang oflen haha
2023-09-28T01:41:19Z,@ayahazmichannel8221,"saya juga gak setuju,tiktok shop ditutup....enakan belanja online,tinggal nunggu dirumah"
2023-09-28T01:39:17Z,@CimotMitan-vt1pq,Apa cuma gua doang yg ga punya aplikasi tekotok😂😂😂
2023-09-28T01:38:27Z,@kenthus8609,"Kalo dibilangnya sih tamak ya tamak... Manusia gk ada habisnya soal nurutin nafsu apalagi soal uang. Mau udh sukses kaya apapun tetep aja gk ada puasnya. Maksud gua mah ya bagi bagilah kalo artis pada jualan lah yg jualan kali kali bisa jd artis biar adil, masa udh jd entertain masih aja kurang. Kecuali ekonomi sulit. Nah ini org yg ekonomi sulit kan jd kasian."
2023-09-28T01:33:34Z,@sangatunik,Makanya Harga jangan dihancurin di online
2023-09-28T01:33:12Z,@user-uy6qx1zs5q,Ini lah Indonesia bodoh semua mau dikuasai yg kaya makin kaya yg miskin makin miskin 😅😅😅
2023-09-28T01:31:01Z,@nurahmad5212,"Pemerintah taunya melarang, yg perlu di larang keras itu korupsi"
2023-09-28T01:30:33Z,@dewinawangwulan490,hongkong china udah di blokir dr th 2020 jd aman..
2023-09-28T01:29:44Z,@ajopalala5912,Setuju...!!<br>Kasihan masyarakat kecil...
2023-09-28T01:20:37Z,@dendayatia2965,"Sama ajalah akhirnya juga terjual  malah lebih ribet nanti tanah Abang sepi,sedang yg jual melalui tik tok,sdh saat dunia spt ini"
2023-09-28T01:18:56Z,@chocolatechesse6933,Setujuuuuuuuuuu....enak aja tenar trus jualan ..eh jalur distribusi resmi bagaimana bos....
2023-09-28T01:17:00Z,@syamsyudinnor1105,pruduk lokal mahal impor murah negara ini masih miskin
2023-09-28T01:13:45Z,@hamdisyukria8490,"Saya setuju usulan pemerintah,,,,UMKM jalan terus,,,buat yang jualn online dibtiktok shop kan bisa alih ke Shopie atau lazada"
2023-09-28T01:10:06Z,@mattheustemaluru,"Tlg yg Punya content siarkan,,,/ sampaikan pesan sy ini sy sbg anak bangsa meminta kpd pemerintah supaya brg brg produk luar harus dilarang/dikurangi jgn dikuasai oleh brgbrg negara asing sehingga mematikan produk dlm negeri dan juga jgn kita selalu dikuasai oleh mrk(negara asing), sehingga UMKM bisa hidup dan lancar"
2023-09-28T01:09:09Z,@user-tg9xz2op8z,ada nya penutupan onlene ini akan membantu Padang kedai toko toko sya stuju di tutup penjualan di onlene di yutub juga banyak tuh jual onlene tindak juga donk pemerintah
2023-09-28T01:02:42Z,@mattheustemaluru,"Bila perlu dihapuskan tiktok  flamfort,sebab membuat efek samping yg begitu luas salam hormat anak bangsa merdeka"
2023-09-28T01:02:37Z,@PemburuBerkahLangit,Aneh ... kayak udah bisa mensejahterakan rakyat aja. Biarkan rakyat cari makan sendiri pak
2023-09-28T01:02:36Z,@gwkepretlu5895,YG SEBELAH KIRI MAU DONK NO HP NYA
2023-09-28T01:01:46Z,@kusnadiapendi2198,Kali ini saya dukung menteri perdagangan bertujuan ingin menghidupkan kembali UMKM di Indonesia yg lagi terpuruk
2023-09-28T01:00:56Z,@Edih-qk9ew,"Cari yg murah,,,mudah,,,dan kwalitas,,,,itu yg di cari konsumen 😂😂😂"
2023-09-28T00:59:48Z,@nengadit116,"sya setuju di larang ,hidupkan.lg psr 2 Dan pusat perbelanjaan... lg pula sya suka blnja di psr2 bkn.di online"
2023-09-28T00:55:30Z,@marthenbidang3592,Harus ada regulasi yang jelas. Jangan matikan produksi anak    Indonesia...
2023-09-28T00:53:47Z,@jebe1705,Itu kamu yang Laen pikirin yang Laen dong...
2023-09-28T00:53:25Z,@sugianto7178,julkifli   kan pendukung prabowo
2023-09-28T00:49:49Z,@KajiRofiq,Coba saja tunggu seminggu lagi apa benar keputusannya..? Akan tetap sepi pasar tanah abang... Masalahnya daya beli masyarakat menurun
2023-09-28T00:43:35Z,@triyonotm1triyonotm173,pasar ilang swarane.... (joyoboyo)
2023-09-28T00:40:47Z,@triyonotm1triyonotm173,masukk... rakyat mendukung
2023-09-28T00:37:21Z,@BatinHarun,Itu nama nya mematikan usaha orang.apa lagi orang2 pemula berusaha lewat elektronik yg beli jua orang2.
2023-09-28T00:35:31Z,@bagussamatra6756,Tanah abang sepi solusinya tiktok ditutup? Jaka Sembung ke sekolah-Gak Nyambung Lah.
2023-09-28T00:33:15Z,@sriendang-ib1kx,Persaingan bisnis seharusnya pemerintah tidak usah ikut campur ini sama dengan memutus rejeki orang biarkan aja masing masing orang cari rejeki
2023-09-29T00:09:29Z,@anggrek8812,Komen aneh
2023-09-29T00:09:58Z,@anggrek8812,"Coba di dalami dlu say, sebab akibat"
2023-09-28T00:25:30Z,@ahmadinejadbkn4197,Bodoh<br>Iklan boleh jualan gak boleh <br>Artinya jaka sembung bawa golok gak nyambung mbeeek
2023-09-28T00:15:32Z,@putrapurnamatirta3933,Segala di larang...aneh
2023-09-28T00:14:24Z,@foreverleslar3340,Banyak yang iri ga mampu bersaing itulah kita jadi org harus kurang2i sifat iri
2023-09-28T00:11:44Z,@agussulistyawan5769,Setuju bosku
2023-09-28T00:06:30Z,@mangdangsu,tutup aja tiktok produk china
2023-09-27T23:59:10Z,@kutoarjo6170,di fb itu bnyak sekali penipuan jualn murah online
2023-09-27T23:58:26Z,@felinwidya9122,Terlambat ...pak
2023-09-27T23:52:48Z,@erhachannel727,Tiktok shop bayar pajak gk sih<br>cm tny
2023-09-27T23:46:06Z,@user-tu3yu9rd6n,Negara sedang riwet sendri karna ulh nyah mrka yank mengijin kan adanyh tiktok sbgai aksara hiburan atw jual bli brng skrng ditutup dh terlnjur kplng ....intinyh pjk dri tanh abng berkurng x yah 😅😅😅😅😅😅😅 mknyh ditutup sitok tok nih miris negri kuh ini sangt kacaw brt
2023-09-27T23:44:41Z,@anshorisfamily952,Harusnya yang dilarang itu masuknya barang barang produk impor dengan bebas.Supaya yang beredar dipasaran Indonesia adalah produk lokal.Pemerintah dampingi dan Bimbing UMKM agar SDM meningkat dan kualitas produk setara dengan barang impor.Bila perlu melebihi supaya bisa di ekspor.Semoga UMKM Indonesia semakin maju dan sejahtera.Dan semoga pejabat pejabat  Pemerintah dapat hidayah berhenti korupsinya.
2023-09-28T01:42:02Z,@thelukmanto1210,Sepakat 🎉🎉
2023-09-28T01:50:12Z,@masary4426,"Naahh,ini setuju sya...<br><br>Win win solution"
2023-09-28T11:15:05Z,@sanstai433,Susah bro. Cuan nya kan di pajak 😂
2023-09-29T04:21:21Z,@Randiazuro.89,"Sekarang per orangan bisa inpor Lo,"
2023-09-29T11:34:01Z,@arsyilabintana4548,"Tapi yg bikin sedih klo artis yg udah bnyak duit ikut jualan,nahh sediiiiih bngt kita cuma gigit jari para pedagang online biasa penonton nya lebih milih ke par artis"
2023-09-27T22:39:45Z,@hadiklowor2175,Faktaaa kwalitasx bedaaaa &quot; andaiii dgn kwalitas samaaa ok &quot; tapi faktaaaa &quot;
2023-09-27T19:56:01Z,@cakmat618,"dari dulu pemerintah pusat/daerah emang suka telat bikin aturan, selalu begitu. apa kita gak punya analis digital atau apapun itu sebelum viral entah baik/buruk terjadi bisa di cegah."
2023-09-28T14:59:46Z,@gegammer6016,"Keknya klo dibilang telat kudunya ditangkapnya cepet, tapi malah faktanya ada yang berat sebelah sering terjadi, jadi jangan terlalu heran klo telat karena ada negosiasi pihak sana dan sini dlu😂"
2023-09-27T19:39:28Z,@johanessucipto2318,"Setuju, hidup umkm"
2023-09-27T19:33:28Z,@musamusa29,yg jualan di tiktok kbnykn para seleb yg duitny sdh bnyk. hp dan leptopny juga udh bagus   dan mahal. ksian yg pdagang msarakat kcil mkin terpuruk 😀
2023-09-27T18:34:48Z,@rivandialfiyan3069,"Gak bingung mba,kan ada yang aplikasi yang resmi untuk jualan,tinggal promosiin aja lewat tiktok kan sma aja..."
2023-09-27T17:36:49Z,@rioambara1151,"Inikan udah jaman modern, orang yang kreatif seharusnya didukung.... kok malah sihancurkan?.... Tinggal kau bikin grup buat mendidik berjualan di media sosial maupun onlain..... seharusnya pemerintah juga liat semuah sektor bukan 1 sektor aja.... lewat sosial media kan menggerakan banyak bidang jasa juga.... tinggal di olah lagi lah..... supaya pengiriman bisa berkembang di negara hingga manca negara, atau ga dari daerah kirim ke kota atau sebaliknya.... Kok kaya gini bukan di dukung malah di stop.... Diluar negri onlain terus dikembangkan kita malah mundur.... Ingat pas ada nya gojek di indo banyak sektor yang hilang, sepi, didemo abis2xan tapi sekarang banyak yang tumbuh dari go jek mulai dari gomart, go shop, go massage, go clean, dll.... bahkan beli barang hari ini sampai pun ada klo lagi mendesak.... dari tiktok instagram dll... Menurutku pemerintah salah ngambil keputusanya...."
2023-09-27T16:45:56Z,@DnRz_story01,"Tidak terlalu masalah jika shop online di tutup, yang penting toko offline menyesuaikan harganya.. (gak melunjak naik terus) 👍👍"
2023-09-29T05:02:19Z,@user-nv8jh7lz8m,"Kalau online dia ga perlu sewa toko, ga perlu ongkos pp dari rumah ke tokodan  ga ada yg minta jatah preman, sumbangan ga jelas dll, makanya online bisa murah,<br>Saya lebih suka beli di online karena murah"
2023-09-29T10:34:40Z,@anakrantau...1470,Nah itu ..<br>Pemerintah harus berantas preman2 dong ...
2023-09-27T16:23:51Z,@994go33,Siapa pun harus tunduk dengan peraturan pemeritah tentang tiktok shop.. kalau kalian merasa dirugikan karna tiktok shop dilarang kalian itu terlalu egois . Kalian tidak melihat berapa puluh juta pelaku UMKM  K.O hanya gara² tiktok shop !!<br>Sadar woi
2023-10-02T12:36:38Z,@asheltea1703,"Skalian dong lazada,<br>Shoppe tokped Dll dilarang juga,<br>Mentang2 ada pemasukan bebas2 aja dasar negri konoha😂😂😂😂"
2023-09-27T16:23:20Z,@Dewadewidewi-kq9js,Wah ..lagi lagi hanya bos mall yg boleh jualan..UMKM ya mati terus kere lagi..kembali ke jaman Londo..
2023-09-27T16:21:45Z,@lilikheryani1113,Kecolongan sma tiktok Kenapa harus nunggu viral dulu baru dtindak.. Mentri perdagangn Pada tidur apa yah.
2023-09-27T16:09:43Z,@aksaraprmna1238,Pemikiran yg mundur. Kalau pemerintah larang jualan di TikTok
2023-09-29T03:59:08Z,@zulvanzulvan4563,Pemerintahan yg munafik
2023-09-27T15:54:31Z,@rikaswandayani606,"Setuju, dibedakan mana platform utk bisnis dan untuk medsos, harga murah nggak pada bayar pajak sich 😂"
2023-09-27T15:44:22Z,@jeffrybussid,"Betul setujuh, tutup sazaah.byk manusia dan makhluk alay di dlm nya, muka pada byk pilter, kagak usah ke salon wkwkwwk😂😂, emak2 biasa masak didapur,jemput anak sekolah,skrg dah kek abg alay kucay 😂😂😂"
2023-09-27T15:43:12Z,@ahmadmahfuzi-oe5fl,"Dagang online dilarang, karena mematikan UMKM, sedangkan yg paling mematikan UMKM itu adalah pengusaha besar.<br><br>Di online tiktok kebanyakan pelaku usaha rumahan/UMKM juga, gak banyak pemain besarnya."
2023-09-28T12:17:58Z,@bintangjemari5024,"sekali ada pemain besar sekelas artis, Pelaku UMKM tersingkirkan, disitulah titik permasalahannya"
2023-09-27T15:43:01Z,@darmowiyono9172,Kebijakan yg lucu....bukannya cari solusi  ....malah bikin banyak pengangguran....ancen dagelan ....hahahaha
2023-09-27T15:36:38Z,@yazhalkaisya8985,Tsnda kslah pemerintah terhadadab suasta
2023-09-27T15:35:45Z,@madlyas0131,Kapan ditutupnya?
2023-09-27T15:31:14Z,@arifsetiawanmobilelagend7280,Yg g paham aturaan ini dibuat tolong dicerna
