,publishedAt,authorDisplayName,textDisplay,textDisplay_Tokens
2108,2023-09-28T02:36:33Z,@agussetiawan1990,yang saya rasakan adalah barang dari luar negri utamanya cina gampang masuk entah itu sudah bpom atau blm,yang saya rasa adalah barang dari luar negri utama cina gampang masuk entah itu sudah bpom atau blm
2109,2023-09-28T02:32:26Z,@derifirmansyah5375,semua juga pedagang paksemua cari nafkah pakknp bisa lbih murah brrti penjualan di luar matok harga gila gilaan,semua juga dagang paksemua cari nafkah pakknp bisa lbih murah brrti jual di luar matok harga gila gila
2110,2023-09-28T02:22:47Z,@yogabobotoh1933,lebih kasian ama yg punya toko bisa bangrut klw sy c lebih baik kaya jmn paharto pasar pasar rame mol mol rame sekaran ada nya tiktok sopy mol mol jadi sarang hantu dan toko toko jadi kios kosong ter bengkalai hudup bp mentri tutup aja tiktok sopy nya salam damai buat semuanya,lebih kasi ama yg punya toko bisa bangrut klw sy c lebih baik kaya jmn paharto pasar pasar rame mol mol rame sekar ada nya tiktok sopy mol mol jadi sarang hantu dan toko toko jadi kios kosong ter bengkalai hudup bp tri tutup aja tiktok sopy nya salam damai buat semua
2111,2023-09-28T02:09:55Z,@queen9672,yes yes yes yes yes yes yes yes yes yes yes yes yes yes,yes yes yes yes yes yes yes yes yes yes yes yes yes yes
2112,2023-09-28T02:09:16Z,@dianjulianto1920,perdagangan merosot drastis dan narasi pemerintah meningkatkan umkm tp perdagangan bebas merajalela sedang kan pemerintah sendiri sibuk dgn pengerukan tanah dan hasil bumi kenapa dan ada apa karena tuntutan yang tk ada abisnya keingi yang tk ada jeda dan koma hutan yang seharusnya dijaga dan menjadi paru² dunia sekarang dihakimi dan diambil hak milik negara kenapa dan ada apa ada masyarakat yang berhasil membuat kreatifitas atau hasil yang memukau di cekal dan si ilegalkan kenapa dan ada apa kenapa tk ada wadah untuk warga dan masyarakat mu sendiri setiap ada sebua keberhasilan selalu dicekal dan tidak diberi ijin atau jalan kenapa dan ada apa,dagang merosot drastis dan narasi perintah tingkat umkm tp dagang bebas rajalela sedang kan perintah sendiri sibuk dgn eru tanah dan hasil bumi kenapa dan ada apa karena tuntut yang tk ada abis keingi yang tk ada jeda dan koma hutan yang harus jaga dan jadi paru dunia sekarang hakim dan ambil hak milik negara kenapa dan ada apa ada masyarakat yang hasil buat kreatifitas atau hasil yang pukau di cekal dan si ilegal kenapa dan ada apa kenapa tk ada wadah untuk warga dan masyarakat mu sendiri tiap ada bua hasil selalu cekal dan tidak beri ijin atau jalan kenapa dan ada apa
2113,2023-09-28T02:07:42Z,@sodikin_lo,pemerintah koq ikutan latah sama amrik sih kacian tik tok slalu jadi target tuh umkm juga ada yg jualan via tik tok di survey dulu dong kebenarannya,perintah koq ikut latah sama amrik sih kaci tik tok slalu jadi target tuh umkm juga ada yg jual via tik tok di survey dulu dong benar
2114,2023-09-28T02:01:39Z,@ivhanbhortex8400,setuju sekali karna saya pelaku usaha pedagang kecil sangat berpengaruh sekarang lihat saja di pasar pasar sepi,tuju sekali karna saya laku usaha dagang kecil sangat pengaruh sekarang lihat saja di pasar pasar sepi
2115,2023-09-28T01:58:42Z,@jojokijo8093,tutup az tiktok dah selesai,tutup az tiktok dah selesai
2116,2023-09-28T01:58:19Z,@israwendi8445,jualan online mah boleh aja tapi jgn dijual murah gitu jatuhin harga bahkan di bawah harga grosir emang nya kami ini yg jualan offline gak punya karyawan jg yg mesti di gaji bayar sewaan listrik sampah dll memang seharusnya diatur biar sama mendapatkan keuntungan,jual online mah boleh aja tapi jgn jual murah gitu jatuhin harga bahkan di bawah harga grosir emang nya kami ini yg jual offline gak punya karyawan jg yg mesti di gaji bayar sewa listrik sampah dll memang harus atur biar sama dapat untung
2117,2023-09-28T01:57:07Z,@SaralonaHos-gb8yr,pemerintah semakin kelewatan mencekik rakyat trs smp mati tp hidup atau hidup tp mati lihat allah mahateliti,perintah makin lewat cekik rakyat trs smp mati tp hidup atau hidup tp mati lihat allah mahateliti
2118,2023-09-28T01:57:02Z,@cahyospn723,gut news,gut news
2119,2023-09-28T01:56:31Z,@tonantoni7241,ini yg dibanggakan pemerintah usai status negara berkembang kita jadi negara maju padahal jelas belum layak jd negara maju dari berbagi eleman termasuk sumber daya manusia nyajelas kita belum siap dgn kamajuan sekali lagi pemerintah kerjanya apa sih pondasi sebuah negara itu jelas sumber daya manusia perbaiki tu sistem pendidikan,ini yg bangga perintah usai status negara kembang kita jadi negara maju padahal jelas belum layak jd negara maju dari bagi eleman masuk sumber daya manusia nyajelas kita belum siap dgn kamajuan sekali lagi perintah kerja apa sih pondasi buah negara itu jelas sumber daya manusia baik tu sistem didik
2120,2023-09-28T01:55:35Z,@baheramsyah-8267,toko toko ngeluh barang di online murah,toko toko ngeluh barang di online murah
2121,2023-09-28T01:53:41Z,@amnes00,cuman tiktok aja shopee gk,cuman tiktok aja shopee gk
2122,2023-09-28T01:52:00Z,@Antero99,asal higgs domino masih bisa beli cip dan memainkan game ini hahahha,asal higgs domino masih bisa beli cip dan main game ini hahahha
2123,2023-09-28T01:51:32Z,@ondarnisstmudosion349,bawa bawa pasar tanah abang lhoo ,bawa bawa pasar tanah abang lhoo
2124,2023-09-28T01:50:03Z,@endangheriadi8529,nah lho om pemerintah,nah lho om perintah
2125,2023-09-28T01:44:23Z,@wanisawaruri1666,enak di lo kasian yang oflen haha,enak di lo kasi yang oflen haha
2126,2023-09-28T01:41:19Z,@ayahazmichannel8221,saya juga gak setuju tiktok shop ditutup enakan belanja online tinggal nunggu dirumah,saya juga gak tuju tiktok shop tutup enak belanja online tinggal nunggu rumah
2127,2023-09-28T01:39:17Z,@CimotMitan-vt1pq,apa cuma gua doang yg ga punya aplikasi tekotok,apa cuma gua doang yg ga punya aplikasi tekotok
2128,2023-09-28T01:38:27Z,@kenthus8609,kalo dibilangnya sih tamak ya tamak manusia gk ada habisnya soal nurutin nafsu apalagi soal uang mau udh sukses kaya apapun tetep aja gk ada puasnya maksud gua mah ya bagi bagilah kalo artis pada jualan lah yg jualan kali kali bisa jd artis biar adil masa udh jd entertain masih aja kurang kecuali ekonomi sulit nah ini org yg ekonomi sulit kan jd kasian,kalo bilang sih tamak ya tamak manusia gk ada habis soal nurutin nafsu apalagi soal uang mau udh sukses kaya apa tetep aja gk ada puas maksud gua mah ya bagi bagi kalo artis pada jual lah yg jual kali kali bisa jd artis biar adil masa udh jd entertain masih aja kurang kecuali ekonomi sulit nah ini org yg ekonomi sulit kan jd kasi
2129,2023-09-28T01:33:34Z,@sangatunik,makanya harga jangan dihancurin di online,makanya harga jangan dihancurin di online
2130,2023-09-28T01:33:12Z,@user-uy6qx1zs5q,ini lah indonesia bodoh semua mau dikuasai yg kaya makin kaya yg miskin makin miskin ,ini lah indonesia bodoh semua mau asai yg kaya makin kaya yg miskin makin miskin
2131,2023-09-28T01:31:01Z,@nurahmad5212,pemerintah taunya melarang yg perlu di larang keras itu korupsi,perintah tau larang yg perlu di larang keras itu korupsi
2132,2023-09-28T01:30:33Z,@dewinawangwulan490,hongkong china udah di blokir dr th jd aman,hongkong china udah di blokir dr th jd aman
2133,2023-09-28T01:29:44Z,@ajopalala5912,setuju kasihan masyarakat kecil,tuju kasihan masyarakat kecil
2134,2023-09-28T01:20:37Z,@dendayatia2965,sama ajalah akhirnya juga terjual malah lebih ribet ti tanah abang sepi sedang yg jual melalui tik tok sdh saat dunia spt ini,sama aja akhir juga jual malah lebih ribet ti tanah abang sepi sedang yg jual lalu tik tok sdh saat dunia spt ini
2135,2023-09-28T01:18:56Z,@chocolatechesse6933,setujuuuuuuuuuu enak aja tenar trus jualan eh jalur distribusi resmi bagaimana bos,setujuuuuuuuuuu enak aja tenar trus jual eh jalur distribusi resmi bagaimana bos
2136,2023-09-28T01:17:00Z,@syamsyudinnor1105,pruduk lokal mahal impor murah negara ini masih miskin,pruduk lokal mahal impor murah negara ini masih miskin
2137,2023-09-28T01:13:45Z,@hamdisyukria8490,saya setuju usulan pemerintah umkm jalan terus buat yang jualn online dibtiktok shop kan bisa alih ke shopie atau lazada,saya tuju usul perintah umkm jalan terus buat yang jualn online dibtiktok shop kan bisa alih ke shopie atau lazada
2138,2023-09-28T01:10:06Z,@mattheustemaluru,tlg yg punya content siarkan sampaikan pesan sy ini sy sbg anak bangsa meminta kpd pemerintah supaya brg brg produk luar harus dilarang dikurangi jgn dikuasai oleh brgbrg negara asing sehingga mematikan produk dlm negeri dan juga jgn kita selalu dikuasai oleh mrk negara asing sehingga umkm bisa hidup dan lancar,tlg yg punya content siar sampai pesan sy ini sy sbg anak bangsa minta kpd perintah supaya brg brg produk luar harus larang rang jgn asai oleh brgbrg negara asing sehingga mati produk dlm negeri dan juga jgn kita selalu asai oleh mrk negara asing sehingga umkm bisa hidup dan lancar
2139,2023-09-28T01:09:09Z,@user-tg9xz2op8z,ada nya penutupan onlene ini akan membantu padang kedai toko toko sya stuju di tutup penjualan di onlene di yutub juga banyak tuh jual onlene tindak juga donk pemerintah,ada nya tutup onlene ini akan bantu padang kedai toko toko sya stuju di tutup jual di onlene di yutub juga banyak tuh jual onlene tindak juga donk perintah
2140,2023-09-28T01:02:42Z,@mattheustemaluru,bila perlu dihapuskan tiktok flamfort sebab membuat efek samping yg begitu luas salam hormat anak bangsa merdeka,bila perlu hapus tiktok flamfort sebab buat efek samping yg begitu luas salam hormat anak bangsa merdeka
2141,2023-09-28T01:02:37Z,@PemburuBerkahLangit,aneh kayak udah bisa mensejahterakan rakyat aja biarkan rakyat cari makan sendiri pak,aneh kayak udah bisa sejahtera rakyat aja biar rakyat cari makan sendiri pak
2142,2023-09-28T01:02:36Z,@gwkepretlu5895,yg sebelah kiri mau donk no hp nya,yg belah kiri mau donk no hp nya
2143,2023-09-28T01:01:46Z,@kusnadiapendi2198,kali ini saya dukung menteri perdagangan bertujuan ingin menghidupkan kembali umkm di indonesia yg lagi terpuruk,kali ini saya dukung menteri dagang tuju ingin hidup kembali umkm di indonesia yg lagi puruk
2144,2023-09-28T01:00:56Z,@Edih-qk9ew,cari yg murah mudah dan kwalitas itu yg di cari konsumen ,cari yg murah mudah dan kwalitas itu yg di cari konsumen
2145,2023-09-28T00:59:48Z,@nengadit116,sya setuju di larang hidupkan lg psr dan pusat perbelanjaan lg pula sya suka blnja di psr bkn di online,sya tuju di larang hidup lg psr dan pusat belanja lg pula sya suka blnja di psr bkn di online
2146,2023-09-28T00:55:30Z,@marthenbidang3592,harus ada regulasi yang jelas jangan matikan produksi anak indonesia,harus ada regulasi yang jelas jangan mati produksi anak indonesia
2147,2023-09-28T00:53:47Z,@jebe1705,itu kamu yang laen pikirin yang laen dong,itu kamu yang laen pikirin yang laen dong
2148,2023-09-28T00:53:25Z,@sugianto7178,julkifli kan pendukung prabowo,julkifli kan dukung prabowo
2149,2023-09-28T00:49:49Z,@KajiRofiq,coba saja tunggu seminggu lagi apa benar keputusannya akan tetap sepi pasar tanah abang masalahnya daya beli masyarakat menurun,coba saja tunggu minggu lagi apa benar putus akan tetap sepi pasar tanah abang masalah daya beli masyarakat turun
2150,2023-09-28T00:43:35Z,@triyonotm1triyonotm173,pasar ilang swarane joyoboyo,pasar ilang swarane joyoboyo
2151,2023-09-28T00:40:47Z,@triyonotm1triyonotm173,masukk rakyat mendukung,masukk rakyat dukung
2152,2023-09-28T00:37:21Z,@BatinHarun,itu nama nya mematikan usaha orang apa lagi orang pemula berusaha lewat elektronik yg beli jua orang ,itu nama nya mati usaha orang apa lagi orang mula usaha lewat elektronik yg beli jua orang
2153,2023-09-28T00:35:31Z,@bagussamatra6756,tanah abang sepi solusinya tiktok ditutup jaka sembung ke sekolah gak nyambung lah,tanah abang sepi solusi tiktok tutup jaka sembung ke sekolah gak nyambung lah
2154,2023-09-28T00:33:15Z,@sriendang-ib1kx,persaingan bisnis seharusnya pemerintah tidak usah ikut campur ini sama dengan memutus rejeki orang biarkan aja masing masing orang cari rejeki,saing bisnis harus perintah tidak usah ikut campur ini sama dengan putus rejeki orang biar aja masing masing orang cari rejeki
2155,2023-09-29T00:09:29Z,@anggrek8812,komen aneh,komen aneh
2156,2023-09-29T00:09:58Z,@anggrek8812,coba di dalami dlu say sebab akibat,coba di dalam dlu say sebab akibat
2157,2023-09-28T00:25:30Z,@ahmadinejadbkn4197,bodohiklan boleh jualan gak boleh artinya jaka sembung bawa golok gak nyambung mbeeek,bodohiklan boleh jual gak boleh arti jaka sembung bawa golok gak nyambung mbeeek
2158,2023-09-28T00:15:32Z,@putrapurnamatirta3933,segala di larang aneh,segala di larang aneh
2159,2023-09-28T00:14:24Z,@foreverleslar3340,banyak yang iri ga mampu bersaing itulah kita jadi org harus kurang i sifat iri,banyak yang iri ga mampu saing itu kita jadi org harus kurang i sifat iri
2160,2023-09-28T00:11:44Z,@agussulistyawan5769,setuju bosku,tuju bos
2161,2023-09-28T00:06:30Z,@mangdangsu,tutup aja tiktok produk china,tutup aja tiktok produk china
2162,2023-09-27T23:59:10Z,@kutoarjo6170,di fb itu bnyak sekali penipuan jualn murah online,di fb itu bnyak sekali tipu jualn murah online
2163,2023-09-27T23:58:26Z,@felinwidya9122,terlambat pak,lambat pak
2164,2023-09-27T23:52:48Z,@erhachannel727,tiktok shop bayar pajak gk sihcm tny,tiktok shop bayar pajak gk sihcm tny
2165,2023-09-27T23:46:06Z,@user-tu3yu9rd6n,negara sedang riwet sendri karna ulh nyah mrka yank mengijin kan adanyh tiktok sbgai aksara hiburan atw jual bli brng skrng ditutup dh terlnjur kplng intinyh pjk dri tanh abng berkurng x yah mknyh ditutup sitok tok nih miris negri kuh ini sangt kacaw brt,negara sedang riwet sendri karna ulh nyah mrka yank mengijin kan adanyh tiktok sbgai aksara hibur atw jual bli brng skrng tutup dh terlnjur kplng intinyh pjk dri tanh abng berkurng x yah mknyh tutup sitok tok nih miris negri kuh ini sangt kacaw brt
2166,2023-09-27T23:44:41Z,@anshorisfamily952,harusnya yang dilarang itu masuknya barang barang produk impor dengan bebas supaya yang beredar dipasaran indonesia adalah produk lokal pemerintah dampingi dan bimbing umkm agar sdm meningkat dan kualitas produk setara dengan barang impor bila perlu melebihi supaya bisa di ekspor semoga umkm indonesia semakin maju dan sejahtera dan semoga pejabat pejabat pemerintah dapat hidayah berhenti korupsinya,harus yang larang itu masuk barang barang produk impor dengan bebas supaya yang edar pasar indonesia adalah produk lokal perintah damping dan bimbing umkm agar sdm tingkat dan kualitas produk tara dengan barang impor bila perlu lebih supaya bisa di ekspor moga umkm indonesia makin maju dan sejahtera dan moga jabat jabat perintah dapat hidayah henti korupsi
2167,2023-09-28T01:42:02Z,@thelukmanto1210,sepakat ,sepakat
2168,2023-09-28T01:50:12Z,@masary4426,naahh ini setuju sya win win solution,naahh ini tuju sya win win solution
2169,2023-09-28T11:15:05Z,@sanstai433,susah bro cuan nya kan di pajak ,susah bro cuan nya kan di pajak
2170,2023-09-29T04:21:21Z,@Randiazuro.89,sekarang per orangan bisa inpor lo,sekarang per orang bisa inpor lo
2171,2023-09-29T11:34:01Z,@arsyilabintana4548,tapi yg bikin sedih klo artis yg udah bnyak duit ikut jualan nahh sediiiiih bngt kita cuma gigit jari para pedagang online biasa penonton nya lebih milih ke par artis,tapi yg bikin sedih klo artis yg udah bnyak duit ikut jual nahh sediiiiih bngt kita cuma gigit jari para dagang online biasa tonton nya lebih milih ke par artis
2172,2023-09-27T22:39:45Z,@hadiklowor2175,faktaaa kwalitasx bedaaaa andaiii dgn kwalitas samaaa ok tapi faktaaaa,faktaaa kwalitasx bedaaaa andaiii dgn kwalitas samaaa ok tapi faktaaaa
2173,2023-09-27T19:56:01Z,@cakmat618,dari dulu pemerintah pusat daerah emang suka telat bikin aturan selalu begitu apa kita gak punya analis digital atau apapun itu sebelum viral entah baik buruk terjadi bisa di cegah,dari dulu perintah pusat daerah emang suka telat bikin atur selalu begitu apa kita gak punya analis digital atau apa itu belum viral entah baik buruk jadi bisa di cegah
2174,2023-09-28T14:59:46Z,@gegammer6016,keknya klo dibilang telat kudunya ditangkapnya cepet tapi malah faktanya ada yang berat sebelah sering terjadi jadi jangan terlalu heran klo telat karena ada negosiasi pihak sana dan sini dlu,kek klo bilang telat kudu tangkap cepet tapi malah fakta ada yang berat belah sering jadi jadi jangan terlalu heran klo telat karena ada negosiasi pihak sana dan sini dlu
2175,2023-09-27T19:39:28Z,@johanessucipto2318,setuju hidup umkm,tuju hidup umkm
2176,2023-09-27T19:33:28Z,@musamusa29,yg jualan di tiktok kbnykn para seleb yg duitny sdh bnyk hp dan leptopny juga udh bagus dan mahal ksian yg pdagang msarakat kcil mkin terpuruk ,yg jual di tiktok kbnykn para seleb yg duitny sdh bnyk hp dan leptopny juga udh bagus dan mahal ksi yg pdagang msarakat kcil mkin puruk
2177,2023-09-27T18:34:48Z,@rivandialfiyan3069,gak bingung mba kan ada yang aplikasi yang resmi untuk jualan tinggal promosiin aja lewat tiktok kan sma aja,gak bingung mba kan ada yang aplikasi yang resmi untuk jual tinggal promosiin aja lewat tiktok kan sma aja
2178,2023-09-27T17:36:49Z,@rioambara1151,inikan udah jaman modern orang yang kreatif seharusnya didukung kok malah sihancurkan tinggal kau bikin grup buat mendidik berjualan di media sosial maupun onlain seharusnya pemerintah juga liat semuah sektor bukan sektor aja lewat sosial media kan menggerakan banyak bidang jasa juga tinggal di olah lagi lah supaya pengiriman bisa berkembang di negara hingga manca negara atau ga dari daerah kirim ke kota atau sebaliknya kok kaya gini bukan di dukung malah di stop diluar negri onlain terus dikembangkan kita malah mundur ingat pas ada nya gojek di indo banyak sektor yang hilang sepi didemo abis xan tapi sekarang banyak yang tumbuh dari go jek mulai dari gomart go shop go massage go clean dll bahkan beli barang hari ini sampai pun ada klo lagi mendesak dari tiktok instagram dll menurutku pemerintah salah ngambil keputusanya,ini udah jaman modern orang yang kreatif harus dukung kok malah sihancurkan tinggal kau bikin grup buat didik jual di media sosial maupun onlain harus perintah juga liat semuah sektor bukan sektor aja lewat sosial media kan gera banyak bidang jasa juga tinggal di olah lagi lah supaya kirim bisa kembang di negara hingga manca negara atau ga dari daerah kirim ke kota atau balik kok kaya gin bukan di dukung malah di stop luar negri onlain terus kembang kita malah mundur ingat pas ada nya gojek di indo banyak sektor yang hilang sepi demo abis xan tapi sekarang banyak yang tumbuh dari go jek mulai dari gomart go shop go massage go clean dll bahkan beli barang hari ini sampai pun ada klo lagi desak dari tiktok instagram dll turut perintah salah ngambil keputusanya
2179,2023-09-27T16:45:56Z,@DnRz_story01,tidak terlalu masalah jika shop online di tutup yang penting toko offline menyesuaikan harganya gak melunjak naik terus ,tidak terlalu masalah jika shop online di tutup yang penting toko offline sesuai harga gak melunjak naik terus
2180,2023-09-29T05:02:19Z,@user-nv8jh7lz8m,kalau online dia ga perlu sewa toko ga perlu ongkos pp dari rumah ke tokodan ga ada yg minta jatah preman sumbangan ga jelas dll makanya online bisa murah saya lebih suka beli di online karena murah,kalau online dia ga perlu sewa toko ga perlu ongkos pp dari rumah ke tokodan ga ada yg minta jatah preman sumbang ga jelas dll makanya online bisa murah saya lebih suka beli di online karena murah
2181,2023-09-29T10:34:40Z,@anakrantau...1470,nah itu pemerintah harus berantas preman dong,nah itu perintah harus berantas preman dong
2182,2023-09-27T16:23:51Z,@994go33,siapa pun harus tunduk dengan peraturan pemeritah tentang tiktok shop kalau kalian merasa dirugikan karna tiktok shop dilarang kalian itu terlalu egois kalian tidak melihat berapa puluh juta pelaku umkm k o hanya gara² tiktok shop sadar woi,siapa pun harus tunduk dengan atur per tentang tiktok shop kalau kalian rasa rugi karna tiktok shop larang kalian itu terlalu egois kalian tidak lihat berapa puluh juta laku umkm k o hanya gara tiktok shop sadar woi
2183,2023-10-02T12:36:38Z,@asheltea1703,skalian dong lazada shoppe tokped dll dilarang juga mentang ada pemasukan bebas aja dasar negri konoha,skalian dong lazada shoppe tokped dll larang juga mentang ada pasu bebas aja dasar negri konoha
2184,2023-09-27T16:23:20Z,@Dewadewidewi-kq9js,wah lagi lagi hanya bos mall yg boleh jualan umkm ya mati terus kere lagi kembali ke jaman londo,wah lagi lagi hanya bos mall yg boleh jual umkm ya mati terus kere lagi kembali ke jaman londo
2185,2023-09-27T16:21:45Z,@lilikheryani1113,kecolongan sma tiktok kenapa harus nunggu viral dulu baru dtindak mentri perdagangn pada tidur apa yah,colong sma tiktok kenapa harus nunggu viral dulu baru dtindak tri perdagangn pada tidur apa yah
2186,2023-09-27T16:09:43Z,@aksaraprmna1238,pemikiran yg mundur kalau pemerintah larang jualan di tiktok,pikir yg mundur kalau perintah larang jual di tiktok
2187,2023-09-29T03:59:08Z,@zulvanzulvan4563,pemerintahan yg munafik,perintah yg munafik
2188,2023-09-27T15:54:31Z,@rikaswandayani606,setuju dibedakan mana platform utk bisnis dan untuk medsos harga murah nggak pada bayar pajak sich ,tuju beda mana platform utk bisnis dan untuk medsos harga murah nggak pada bayar pajak sich
2189,2023-09-27T15:44:22Z,@jeffrybussid,betul setujuh tutup sazaah byk manusia dan makhluk alay di dlm nya muka pada byk pilter kagak usah ke salon wkwkwwk emak biasa masak didapur jemput anak sekolah skrg dah kek abg alay kucay ,betul tujuh tutup sazaah byk manusia dan makhluk alay di dlm nya muka pada byk pilter kagak usah ke salon wkwkwwk emak biasa masak dapur jemput anak sekolah skrg dah kek abg alay kucay
2190,2023-09-27T15:43:12Z,@ahmadmahfuzi-oe5fl,dagang online dilarang karena mematikan umkm sedangkan yg paling mematikan umkm itu adalah pengusaha besar di online tiktok kebanyakan pelaku usaha rumahan umkm juga gak banyak pemain besarnya,dagang online larang karena mati umkm sedang yg paling mati umkm itu adalah usaha besar di online tiktok banyak laku usaha rumah umkm juga gak banyak main besar
2191,2023-09-28T12:17:58Z,@bintangjemari5024,sekali ada pemain besar sekelas artis pelaku umkm tersingkirkan disitulah titik permasalahannya,sekali ada main besar kelas artis laku umkm singkir situ titik masalah
2192,2023-09-27T15:43:01Z,@darmowiyono9172,kebijakan yg lucu bukannya cari solusi malah bikin banyak pengangguran ancen dagelan hahahaha,bijak yg lucu bukan cari solusi malah bikin banyak anggur ancen dagel hahahaha
2193,2023-09-27T15:36:38Z,@yazhalkaisya8985,tsnda kslah pemerintah terhadadab suasta,tsnda kslah perintah terhadadab suasta
2194,2023-09-27T15:35:45Z,@madlyas0131,kapan ditutupnya,kapan tutup
2195,2023-09-27T15:31:14Z,@arifsetiawanmobilelagend7280,yg g paham aturaan ini dibuat tolong dicerna,yg g paham aturaan ini buat tolong cerna
2196,2023-09-27T15:30:24Z,@soxhypedgnrombenk,era thrift mau offline online thrift yg rame,era thrift mau offline online thrift yg rame
2197,2023-09-27T15:29:19Z,@user-du9kg2br8v,alhamdulillah seg melihat tiktok shop di tutup semoga bangkit perdagangan pasar ,alhamdulillah seg lihat tiktok shop di tutup moga bangkit dagang pasar
2198,2023-09-27T15:25:28Z,@AlinaSesan,balik ke jualan offline sewa tempatnya mahal terpaksa harga harus naik lagi lagi konsumen yang rugi tuan tanah yang bahagia,balik ke jual offline sewa tempat mahal paksa harga harus naik lagi lagi konsumen yang rugi tuan tanah yang bahagia
2199,2023-09-27T15:11:52Z,@takiraja6868,shopi sama lazada ada pajak nya padahal itu yng lebih parah,shopi sama lazada ada pajak nya padahal itu yng lebih parah
2200,2023-09-27T15:06:51Z,@hamzchannel2943,hidup kan lagi pasar ,hidup kan lagi pasar
2201,2023-09-27T14:54:55Z,@menghayati,smga mnjdi kebaikan untuk smua umkm bukan hanya condong untk para artis aja yg makin tajir krna jualan di tiktok shop,smga mnjdi baik untuk smua umkm bukan hanya condong untk para artis aja yg makin tajir krna jual di tiktok shop
2202,2023-09-27T14:33:14Z,@ViviArtika,bnr merusak pasar lokal indonesia saja titok sukur deh klo pmrintah sadar,bnr rusak pasar lokal indonesia saja titok sukur deh klo pmrintah sadar
2203,2023-09-27T14:25:31Z,@alikalie5293,teg yg biasa pargoy masih dibayar tiktok ,teg yg biasa pargoy masih bayar tiktok
2204,2023-09-27T14:12:39Z,@muhaajt1097,yang mematikan umkm itu karena produk impor yang murah lewat media on line bisa bebas masuk lewat shopee tokopedia tiktok lazada dll kalau aturan hanya untuk tik tok tidak menyelesaikan masalah kelebihan tik tok bisa untuk kampanye politik ,yang mati umkm itu karena produk impor yang murah lewat media on line bisa bebas masuk lewat shopee tokopedia tiktok lazada dll kalau atur hanya untuk tik tok tidak selesai masalah lebih tik tok bisa untuk kampanye politik
2205,2023-09-27T23:40:01Z,@anshorisfamily952,setuju,tuju
2206,2023-09-27T13:57:47Z,@suwarto3548,indonesia hampir dikuasai fpi rizeg malput arab saudi buktinya dunia saat ini di acak acak proxi propaganda saudi arab fpi rizeg malput itu karena mereka tidak faham kitap suci sedangkan yang diberi amanah kitap suci itu orang fasik,indonesia hampir asai fpi rizeg malput arab saudi bukti dunia saat ini di acak acak proxi propaganda saudi arab fpi rizeg malput itu karena mereka tidak faham kitap suci sedang yang beri amanah kitap suci itu orang fasik
2207,2023-09-27T13:53:32Z,@Selalu.lupa.ingatan,banyak penipuan online shop,banyak tipu online shop
2208,2023-09-27T13:52:40Z,@suwarto3548,itu mirip kaki lima menghancurkan perpajakan apbn negara e comercy itu mirip kaki lima nerobohkan ekonomi negara merusak ekonomi negara dunia dikendalikan saudi arab fpi rizeg malput saat ini buktinya barat china ya hancur,itu mirip kaki lima hancur paja apbn negara e comercy itu mirip kaki lima nerobohkan ekonomi negara rusak ekonomi negara dunia kendali saudi arab fpi rizeg malput saat ini bukti barat china ya hancur
2209,2023-09-27T13:50:18Z,@deesyafazeta6119,setujuuuuuuuu,setujuuuuuuuu
2210,2023-09-27T13:44:45Z,@bosregarmoeda7690,tiktok itu media penjajahan china model modern harusnya dibanned permanen menghancukan perdaagangan menghancurkan putaran uang di menengah ke bawah majulah umkm lokal indonesia hidup ekonomi indonesia berjaya amin,tiktok itu media jajah china model modern harus dibanned permanen menghancukan perdaagangan hancur putar uang di tengah ke bawah maju umkm lokal indonesia hidup ekonomi indonesia jaya amin
2211,2023-09-27T13:35:43Z,@biovlogkepundung,kalau bisa hapus saja sekalian,kalau bisa hapus saja sekali
2212,2023-09-27T13:26:52Z,@zulhellieli3519,kakilimati dakbajuabali garatitok tup,kakilimati dakbajuabali garatitok tup
2213,2023-09-27T13:26:47Z,@user-rn4hv4jb3p,pd munafik jujur aja sih sluruh masyarakat indonesia itu sukanya barang yg murah giliran harga barang murah di tutup tar giliran harga barng mahal di demo,pd munafik jujur aja sih sluruh masyarakat indonesia itu suka barang yg murah gilir harga barang murah di tutup tar gilir harga barng mahal di demo
2214,2023-09-27T13:24:47Z,@user-cn2xs8by4w,jangan belanja ditanah abang harga barangnya mahal penyebabnya sewa toko mahal dan bayar uang ini itu ditambah gaji karyawannya alhasil harga disana sangat mahal omset saya jualan di tiktok perbulannya mencapai milyar jika dilarang jualan di tiktok sebagai rakyat jelata saya tidak setuju,jangan belanja tanah abang harga barang mahal sebab sewa toko mahal dan bayar uang ini itu tambah gaji karyawannya alhasil harga sana sangat mahal omset saya jual di tiktok bulan capai milyar jika larang jual di tiktok bagai rakyat jelata saya tidak tuju
2215,2023-09-27T13:15:18Z,@rudirahman1995,kasian toko toko ofline dan pasar tradisional,kasi toko toko ofline dan pasar tradisional
2216,2023-09-27T12:53:43Z,@ahmadnirwansyah658,justru ekonomi rakyat yg berjualan di online anjlok banget,justru ekonomi rakyat yg jual di online anjlok banget
2217,2023-09-27T12:29:42Z,@berkat.Allah.,ya kaya makin kaya,ya kaya makin kaya
